Row,Part Number,Description,Status,Confidence,Issue,Field,Detail,Suggested Value
245,543140908,1x8-12' Biscayne - Trex Lineage,NEEDS_REVIEW,0.73,Classification confidence below threshold,Classpath,0.55 < 0.6,Building Materials>Decking & Railing>Deck Fascia & Trim
246,543142908,1x8-12' Carmel - Trex Lineage,NEEDS_REVIEW,0.73,Classification confidence below threshold,Classpath,0.55 < 0.6,Building Materials>Decking & Railing>Deck Fascia & Trim
247,543143908,1x8-12' Jasper - Trex Lineage,NEEDS_REVIEW,0.73,Classification confidence below threshold,Classpath,0.55 < 0.6,Building Materials>Decking & Railing>Deck Fascia & Trim
248,543140912,1x12-12' Biscayne - Trex Lineage,NEEDS_REVIEW,0.73,Classification confidence below threshold,Classpath,0.55 < 0.6,Building Materials>Decking & Railing>Deck Fascia & Trim
249,543142912,1x12-12' Carmel - Trex Lineage,NEEDS_REVIEW,0.73,Classification confidence below threshold,Classpath,0.55 < 0.6,Building Materials>Decking & Railing>Deck Fascia & Trim
250,543143912,1x12-12' Jasper - Trex Lineage,NEEDS_REVIEW,0.73,Classification confidence below threshold,Classpath,0.55 < 0.6,Building Materials>Decking & Railing>Deck Fascia & Trim
251,1513715,1x12-12' Hatteras - Trex Lineage,NEEDS_REVIEW,0.73,Classification confidence below threshold,Classpath,0.55 < 0.6,Building Materials>Decking & Railing>Deck Fascia & Trim
252,1513716,1x12-12' Salt Flat - Trex Lineage,NEEDS_REVIEW,0.73,Classification confidence below threshold,Classpath,0.55 < 0.6,Building Materials>Decking & Railing>Deck Fascia & Trim
269,543144908,1x8-12' Island Mist - Trex Lineage,NEEDS_REVIEW,0.73,Classification confidence below threshold,Classpath,0.55 < 0.6,Building Materials>Decking & Railing>Deck Fascia & Trim
270,543141908,1x8-12' Rainier - Trex Lineage,NEEDS_REVIEW,0.73,Classification confidence below threshold,Classpath,0.55 < 0.6,Building Materials>Decking & Railing>Deck Fascia & Trim
271,543144912,1x12-12' Island Mist - Trex Lineage,NEEDS_REVIEW,0.73,Classification confidence below threshold,Classpath,0.55 < 0.6,Building Materials>Decking & Railing>Deck Fascia & Trim
272,543141912,1x12-12' Rainier - Trex Lineage,NEEDS_REVIEW,0.73,Classification confidence below threshold,Classpath,0.55 < 0.6,Building Materials>Decking & Railing>Deck Fascia & Trim
273,1513713,1x8-12' Hatteras - Trex Lineage,NEEDS_REVIEW,0.73,Classification confidence below threshold,Classpath,0.55 < 0.6,Building Materials>Decking & Railing>Deck Fascia & Trim
274,1513714,1x8-12' Salt Flat - Trex Lineage,NEEDS_REVIEW,0.73,Classification confidence below threshold,Classpath,0.55 < 0.6,Building Materials>Decking & Railing>Deck Fascia & Trim
275,73012503,4x4 Wh Heritage Post Trim RDI,NEEDS_REVIEW,0.62,Manufacturer unresolved,MANUFACTURER_NAME,no brand owner and no direct-manufacturer supplier,
275,73012503,4x4 Wh Heritage Post Trim RDI,NEEDS_REVIEW,0.62,Product confidence below publication threshold,,0.62 < 0.62,
276,73018131,6x6 Wh Elite Post Trim 4pc RDI,NEEDS_REVIEW,0.62,Manufacturer unresolved,MANUFACTURER_NAME,no brand owner and no direct-manufacturer supplier,
276,73018131,6x6 Wh Elite Post Trim 4pc RDI,NEEDS_REVIEW,0.62,Product confidence below publication threshold,,0.62 < 0.62,
277,73018091,4x4 Wh Elite Post Trim RDI,NEEDS_REVIEW,0.62,Manufacturer unresolved,MANUFACTURER_NAME,no brand owner and no direct-manufacturer supplier,
277,73018091,4x4 Wh Elite Post Trim RDI,NEEDS_REVIEW,0.62,Product confidence below publication threshold,,0.62 < 0.62,
278,73018066,Clay 6x6 Elite Post Trim RDI - 4pc,NEEDS_REVIEW,0.62,Manufacturer unresolved,MANUFACTURER_NAME,no brand owner and no direct-manufacturer supplier,
279,73018076,4x4 Wh Flat Post Cap RDI,NEEDS_REVIEW,0.62,Manufacturer unresolved,MANUFACTURER_NAME,no brand owner and no direct-manufacturer supplier,
279,73018076,4x4 Wh Flat Post Cap RDI,NEEDS_REVIEW,0.62,Product confidence below publication threshold,,0.62 < 0.62,
280,61109087,Wh 4x4-39 Blank Post RDI,NEEDS_REVIEW,0.62,Manufacturer unresolved,MANUFACTURER_NAME,no brand owner and no direct-manufacturer supplier,
280,61109087,Wh 4x4-39 Blank Post RDI,NEEDS_REVIEW,0.62,Product confidence below publication threshold,,0.62 < 0.62,
281,73018731,Wh 6x6-108 Post Sleeve RDI,NEEDS_REVIEW,0.62,Manufacturer unresolved,MANUFACTURER_NAME,no brand owner and no direct-manufacturer supplier,
281,73018731,Wh 6x6-108 Post Sleeve RDI,NEEDS_REVIEW,0.62,Product confidence below publication threshold,,0.62 < 0.62,
282,61109090,Wh 4x4-108 Post Sleeve RDI,NEEDS_REVIEW,0.62,Manufacturer unresolved,MANUFACTURER_NAME,no brand owner and no direct-manufacturer supplier,
282,61109090,Wh 4x4-108 Post Sleeve RDI,NEEDS_REVIEW,0.62,Product confidence below publication threshold,,0.62 < 0.62,
283,73053603,Clay 4x4-108 Post Sleeve RDI,NEEDS_REVIEW,0.62,Manufacturer unresolved,MANUFACTURER_NAME,no brand owner and no direct-manufacturer supplier,
284,73053608,Clay 6x6-108 Post Sleeve RDI,NEEDS_REVIEW,0.62,Manufacturer unresolved,MANUFACTURER_NAME,no brand owner and no direct-manufacturer supplier,
290,73019599,Finyline Wh 6' Str Rail Kit Sq,NEEDS_REVIEW,0.60,Manufacturer unresolved,MANUFACTURER_NAME,no brand owner and no direct-manufacturer supplier,
290,73019599,Finyline Wh 6' Str Rail Kit Sq,NEEDS_REVIEW,0.60,Product confidence below publication threshold,,0.60 < 0.62,
291,73019648,Finyline Wh 8' Str Rail Kit Sq,NEEDS_REVIEW,0.60,Manufacturer unresolved,MANUFACTURER_NAME,no brand owner and no direct-manufacturer supplier,
291,73019648,Finyline Wh 8' Str Rail Kit Sq,NEEDS_REVIEW,0.60,Product confidence below publication threshold,,0.60 < 0.62,
292,73019598,Finyline Wh 6' Str Rail Kit Rd - w/Black Alum Balusters,NEEDS_REVIEW,0.63,Manufacturer unresolved,MANUFACTURER_NAME,no brand owner and no direct-manufacturer supplier,
293,73019647,Finyline Wh 8' Str Rail Kit Rd - w/Black Alum Balusters,NEEDS_REVIEW,0.63,Manufacturer unresolved,MANUFACTURER_NAME,no brand owner and no direct-manufacturer supplier,
294,543300257,6' Black Select Classic Stair - Rail w/Rnd Black Alum Baluster,NEEDS_REVIEW,0.82,Classification confidence below threshold,Classpath,0.55 < 0.6,Building Materials>Decking & Railing>Railing Systems
295,543300277,8' Black Select Classic Stair - Rail w/Rnd Black Alum Baluster,NEEDS_REVIEW,0.82,Classification confidence below threshold,Classpath,0.55 < 0.6,Building Materials>Decking & Railing>Railing Systems
296,SPB-44BPL,"Patriot 4""x4""x37""/43"" Adjustable Self Leveling Support Post",NEEDS_REVIEW,0.58,Manufacturer unresolved,MANUFACTURER_NAME,no brand owner and no direct-manufacturer supplier,
296,SPB-44BPL,"Patriot 4""x4""x37""/43"" Adjustable Self Leveling Support Post",NEEDS_REVIEW,0.58,Product confidence below publication threshold,,0.58 < 0.62,
297,925219,"2""x50' Deck Joist Tape - Protecto Wrap",NEEDS_REVIEW,0.59,Manufacturer unresolved,MANUFACTURER_NAME,'Palmer Donavin Mfg Company' is a distributor/co-op (carries 4 brands); the manufacturer of record needs manufacturer evidence,
297,925219,"2""x50' Deck Joist Tape - Protecto Wrap",NEEDS_REVIEW,0.59,Attribute coverage below threshold,__attributes__,20% of the 5 template slots populated,
297,925219,"2""x50' Deck Joist Tape - Protecto Wrap",NEEDS_REVIEW,0.59,Product confidence below publication threshold,,0.59 < 0.62,
298,27233,24x48 WH Attic Access Door,NEEDS_REVIEW,0.80,Attribute coverage below threshold,__attributes__,20% of the 5 template slots populated,
303,FS C01 2004S,"FS C01 Velux Fxd Skylt Gry/Wh - w/Solar Shade RO 21""x26-7/8""",NEEDS_REVIEW,0.75,Attribute coverage below threshold,__attributes__,17% of the 6 template slots populated,
304,FS C04 2004S,"FS C04 Velux Fxd Skylt Gry/Wh - w/Solar Shade RO 21""x37-7/8""",NEEDS_REVIEW,0.75,Attribute coverage below threshold,__attributes__,17% of the 6 template slots populated,
305,FS C06 2004S,"FS C06 Velux Fxd Skylt Gry/Wh - w/Solar Shade RO 21""x45-7/8""",NEEDS_REVIEW,0.75,Attribute coverage below threshold,__attributes__,17% of the 6 template slots populated,
306,1501831,31.5x14.75 Bsmt ecoLitePlus WH - Hopper DLA w/Screen,NEEDS_REVIEW,0.83,Attribute coverage below threshold,__attributes__,17% of the 6 template slots populated,
307,1501832,31.5x22.75 Bsmt ecoLitePlus WH - Hopper DLA w/Screen,NEEDS_REVIEW,0.83,Attribute coverage below threshold,__attributes__,17% of the 6 template slots populated,
311,413S-DBA-36,"413S 36"" Alum Threshold DBZ",NEEDS_REVIEW,0.80,Attribute coverage below threshold,__attributes__,17% of the 6 template slots populated,
312,413S-DBA-72,"413S 72"" Alum Threshold DBZ",NEEDS_REVIEW,0.80,Attribute coverage below threshold,__attributes__,17% of the 6 template slots populated,
313,1511506,4'x65' Zip Rainscreen,NEEDS_REVIEW,0.64,Brand unresolved,BRAND_NAME,"no brand evidence in feed columns, description or supplier",
313,1511506,4'x65' Zip Rainscreen,NEEDS_REVIEW,0.64,Attribute coverage below threshold,__attributes__,20% of the 5 template slots populated,
314,1513577,1x8-12' Doug Fir STK Smooth 1S2E,NEEDS_REVIEW,0.74,Brand unresolved,BRAND_NAME,"no brand evidence in feed columns, description or supplier",
315,1513578,1x8-16' Doug Fir STK Smooth 1S2E,NEEDS_REVIEW,0.74,Brand unresolved,BRAND_NAME,"no brand evidence in feed columns, description or supplier",
316,1513579,1x12-12 'Doug Fir STK Smooth 1S2E,NEEDS_REVIEW,0.73,Brand unresolved,BRAND_NAME,"no brand evidence in feed columns, description or supplier",
317,1513580,1x12-16' Doug Fir STK Smooth 1S2E,NEEDS_REVIEW,0.74,Brand unresolved,BRAND_NAME,"no brand evidence in feed columns, description or supplier",
318,1501767,"3/4"" 4x8T&G Huber Blue PlusOSB - Sub Floor",NEEDS_REVIEW,0.59,Manufacturer unresolved,MANUFACTURER_NAME,no brand owner and no direct-manufacturer supplier,
318,1501767,"3/4"" 4x8T&G Huber Blue PlusOSB - Sub Floor",NEEDS_REVIEW,0.59,Product confidence below publication threshold,,0.59 < 0.62,
319,PP-8BL,8' Premier Rib XL Black,NEEDS_REVIEW,0.74,Attribute coverage below threshold,__attributes__,14% of the 7 template slots populated,
320,PP-10BL,10' Premier Rib XL Black,NEEDS_REVIEW,0.74,Attribute coverage below threshold,__attributes__,14% of the 7 template slots populated,
321,PP-12BL,12' Premier Rib XL Black,NEEDS_REVIEW,0.74,Attribute coverage below threshold,__attributes__,14% of the 7 template slots populated,
322,PP-8CH,8' Premier Rib XL Charcoal,NEEDS_REVIEW,0.74,Attribute coverage below threshold,__attributes__,14% of the 7 template slots populated,
323,PP-10CH,10' Premier Rib XL Charcoal,NEEDS_REVIEW,0.74,Attribute coverage below threshold,__attributes__,14% of the 7 template slots populated,
324,PP-12CH,12' Premier Rib XL Charcoal,NEEDS_REVIEW,0.74,Attribute coverage below threshold,__attributes__,14% of the 7 template slots populated,
325,PP-8WH,8' Premier Rib XL White,NEEDS_REVIEW,0.74,Attribute coverage below threshold,__attributes__,14% of the 7 template slots populated,
326,PP-10WH,10' Premier Rib XL White,NEEDS_REVIEW,0.74,Attribute coverage below threshold,__attributes__,14% of the 7 template slots populated,
327,1504345,OC Duration TruDef Wburg Gray (BDL),NEEDS_REVIEW,0.56,Manufacturer unresolved,MANUFACTURER_NAME,'Palmer Donavin Mfg Company' is a distributor/co-op (carries 4 brands); the manufacturer of record needs manufacturer evidence,
327,1504345,OC Duration TruDef Wburg Gray (BDL),NEEDS_REVIEW,0.56,Product confidence below publication threshold,,0.56 < 0.62,
328,2733,3'x65' Henry Eaveguard - Ice Guard,NEEDS_REVIEW,0.60,Manufacturer unresolved,MANUFACTURER_NAME,'Palmer Donavin Mfg Company' is a distributor/co-op (carries 4 brands); the manufacturer of record needs manufacturer evidence,
328,2733,3'x65' Henry Eaveguard - Ice Guard,NEEDS_REVIEW,0.60,Product confidence below publication threshold,,0.60 < 0.62,
329,7547,Ice Guard OC Weathr Lk Mat 2sq,NEEDS_REVIEW,0.48,Manufacturer unresolved,MANUFACTURER_NAME,no brand owner and no direct-manufacturer supplier,
329,7547,Ice Guard OC Weathr Lk Mat 2sq,NEEDS_REVIEW,0.48,Brand unresolved,BRAND_NAME,"no brand evidence in feed columns, description or supplier",
329,7547,Ice Guard OC Weathr Lk Mat 2sq,NEEDS_REVIEW,0.48,Product confidence below publication threshold,,0.48 < 0.62,
339,1506969,"1-1/2"" 4x8 Huber Zip R6.6 - Insulated R-Sheathing",NEEDS_REVIEW,0.57,Manufacturer unresolved,MANUFACTURER_NAME,no brand owner and no direct-manufacturer supplier,
339,1506969,"1-1/2"" 4x8 Huber Zip R6.6 - Insulated R-Sheathing",NEEDS_REVIEW,0.57,Product confidence below publication threshold,,0.57 < 0.62,
340,1514681,"1"" 4x8 Huber Zip R3.6 - Insulated R-Sheathing",NEEDS_REVIEW,0.57,Manufacturer unresolved,MANUFACTURER_NAME,no brand owner and no direct-manufacturer supplier,
340,1514681,"1"" 4x8 Huber Zip R3.6 - Insulated R-Sheathing",NEEDS_REVIEW,0.57,Product confidence below publication threshold,,0.57 < 0.62,
341,1514726,"2"" 4x8 Huber Zip R9.6 - Insulated R-Sheathing",NEEDS_REVIEW,0.57,Manufacturer unresolved,MANUFACTURER_NAME,no brand owner and no direct-manufacturer supplier,
341,1514726,"2"" 4x8 Huber Zip R9.6 - Insulated R-Sheathing",NEEDS_REVIEW,0.57,Product confidence below publication threshold,,0.57 < 0.62,
342,1728ABL,2x2 Black Fine Fissured 1728BL,NEEDS_REVIEW,0.43,Manufacturer unresolved,MANUFACTURER_NAME,'Palmer Donavin Mfg Company' is a distributor/co-op (carries 4 brands); the manufacturer of record needs manufacturer evidence,
342,1728ABL,2x2 Black Fine Fissured 1728BL,NEEDS_REVIEW,0.43,Brand unresolved,BRAND_NAME,"no brand evidence in feed columns, description or supplier",
342,1728ABL,2x2 Black Fine Fissured 1728BL,NEEDS_REVIEW,0.43,Attribute coverage below threshold,__attributes__,20% of the 5 template slots populated,
342,1728ABL,2x2 Black Fine Fissured 1728BL,NEEDS_REVIEW,0.43,Product confidence below publication threshold,,0.43 < 0.62,
343,402-R,402R 12V12AH 8D Battery,NEEDS_REVIEW,0.68,Brand unresolved,BRAND_NAME,"no brand evidence in feed columns, description or supplier",
344,SL1672,SL1672 Jumpstart & Pwr Supply,NEEDS_REVIEW,0.21,Classification could not be settled automatically,Classpath,"ambiguous or unmatched; no model available, so the record is flagged for human review rather than guessed",
344,SL1672,SL1672 Jumpstart & Pwr Supply,NEEDS_REVIEW,0.21,Manufacturer unresolved,MANUFACTURER_NAME,no brand owner and no direct-manufacturer supplier,
344,SL1672,SL1672 Jumpstart & Pwr Supply,NEEDS_REVIEW,0.21,Product could not be classified,Classpath,no taxonomy leaf matched; generic template applied,
344,SL1672,SL1672 Jumpstart & Pwr Supply,NEEDS_REVIEW,0.21,Attribute coverage below threshold,__attributes__,0% of the 5 template slots populated,
344,SL1672,SL1672 Jumpstart & Pwr Supply,NEEDS_REVIEW,0.21,Validation error,Classpath,'Classpath' is required for a publishable record,
344,SL1672,SL1672 Jumpstart & Pwr Supply,NEEDS_REVIEW,0.21,Product confidence below publication threshold,,0.21 < 0.62,
346,BHA1-UPC,16-24 Adjust Hanger,NEEDS_REVIEW,0.80,Attribute coverage below threshold,__attributes__,20% of the 5 template slots populated,
347,G1941-UPC,"G1941UPC 4"" Sq Cover Sw/Outlet",NEEDS_REVIEW,0.80,Attribute coverage below threshold,__attributes__,17% of the 6 template slots populated,
354,54151-F-UPC,4x4x1-1/2 Oct Box w/Bracket,NEEDS_REVIEW,0.83,Attribute coverage below threshold,__attributes__,20% of the 5 template slots populated,
355,54151-HUR-UPC,4x4x1-1/2 Oct Box w/Hanger,NEEDS_REVIEW,0.83,Attribute coverage below threshold,__attributes__,20% of the 5 template slots populated,
356,54151-JR-UPC,4x4x1-1/2 Oct Box w/Brakcet,NEEDS_REVIEW,0.83,Attribute coverage below threshold,__attributes__,20% of the 5 template slots populated,
357,54171-R-UPC,4x4x2 Oct Box,NEEDS_REVIEW,0.83,Attribute coverage below threshold,__attributes__,20% of the 5 template slots populated,
358,52151-S-UPC,4x4x1-1/2 Square Box,NEEDS_REVIEW,0.83,Attribute coverage below threshold,__attributes__,20% of the 5 template slots populated,
359,72171-3/4-1W-UPC,4-1/2x4-1/2x2 2G Box,NEEDS_REVIEW,0.80,Attribute coverage below threshold,__attributes__,20% of the 5 template slots populated,
360,5522-5EV,5522-5EV 2 Port Decor Plate,NEEDS_REVIEW,0.67,Brand unresolved,BRAND_NAME,"no brand evidence in feed columns, description or supplier",
360,5522-5EV,5522-5EV 2 Port Decor Plate,NEEDS_REVIEW,0.67,Attribute coverage below threshold,__attributes__,17% of the 6 template slots populated,
364,TNOCD002,TNOCD002 125V Outdooor Timer,NEEDS_REVIEW,0.77,Attribute coverage below threshold,__attributes__,17% of the 6 template slots populated,
365,TNDHD002,TNDHD002 125V 7Day Timer,NEEDS_REVIEW,0.77,Attribute coverage below threshold,__attributes__,17% of the 6 template slots populated,
366,TNIDP12,TNIDP12 125V Dig Indoor Timer,NEEDS_REVIEW,0.77,Attribute coverage below threshold,__attributes__,17% of the 6 template slots populated,
367,TNIW24,TNIW24 125V 24hr Mech Timer,NEEDS_REVIEW,0.77,Attribute coverage below threshold,__attributes__,17% of the 6 template slots populated,
368,65-1222,65-1222 1' Led Lt Multi CCT,NEEDS_REVIEW,0.67,Classification confidence below threshold,Classpath,0.55 < 0.6,Electrical>Lamps & Light Bulbs>Light Bulbs
368,65-1222,65-1222 1' Led Lt Multi CCT,NEEDS_REVIEW,0.67,Attribute coverage below threshold,__attributes__,12% of the 8 template slots populated,
369,65-1224,65-1224 4' Led Strip Light,NEEDS_REVIEW,0.79,Attribute coverage below threshold,__attributes__,12% of the 8 template slots populated,
370,45297BK,45297BK Kichler Wall Lt,NEEDS_REVIEW,0.74,Attribute coverage below threshold,__attributes__,12% of the 8 template slots populated,
371,45573BK,45573BK Kichler Wall Light,NEEDS_REVIEW,0.74,Attribute coverage below threshold,__attributes__,12% of the 8 template slots populated,
372,37418A,37418A Kichler Bath Light,NEEDS_REVIEW,0.74,Attribute coverage below threshold,__attributes__,12% of the 8 template slots populated,
373,37423A,37423A Kichler Bath Light,NEEDS_REVIEW,0.74,Attribute coverage below threshold,__attributes__,12% of the 8 template slots populated,
374,45496BKCLR,45496BKCLR Kichler Bath Light,NEEDS_REVIEW,0.74,Attribute coverage below threshold,__attributes__,12% of the 8 template slots populated,
375,45973BK,45973BK Kichler Wall Light,NEEDS_REVIEW,0.74,Attribute coverage below threshold,__attributes__,12% of the 8 template slots populated,
376,55155BK,55155BK Kichler Wall Lt,NEEDS_REVIEW,0.74,Attribute coverage below threshold,__attributes__,12% of the 8 template slots populated,
377,55157CPZ,55157CPZ Kichler Wall Light,NEEDS_REVIEW,0.74,Attribute coverage below threshold,__attributes__,12% of the 8 template slots populated,
378,55184BK,55184BK Kichler Wall Lt,NEEDS_REVIEW,0.74,Attribute coverage below threshold,__attributes__,12% of the 8 template slots populated,
379,55185BK,55185BK Kichler Wall Lt,NEEDS_REVIEW,0.74,Attribute coverage below threshold,__attributes__,12% of the 8 template slots populated,
380,55186CH,55186CH Kichler Wall Lt,NEEDS_REVIEW,0.74,Attribute coverage below threshold,__attributes__,12% of the 8 template slots populated,
381,55210NI,55210NI Kichler Wall Light,NEEDS_REVIEW,0.74,Attribute coverage below threshold,__attributes__,12% of the 8 template slots populated,
382,55211BK,55211BK Kichler Wall Light,NEEDS_REVIEW,0.74,Attribute coverage below threshold,__attributes__,12% of the 8 template slots populated,
383,55211NI,55211NI Kichler Wall Light,NEEDS_REVIEW,0.74,Attribute coverage below threshold,__attributes__,12% of the 8 template slots populated,
384,55212NI,55212NI Kichler Wall Light,NEEDS_REVIEW,0.74,Attribute coverage below threshold,__attributes__,12% of the 8 template slots populated,
385,55226BKLFU,55226BKFLU Kichler Wall Lt,NEEDS_REVIEW,0.74,Attribute coverage below threshold,__attributes__,12% of the 8 template slots populated,
386,55239CPZLED,55239CPZLED Kichler Wall Lt,NEEDS_REVIEW,0.74,Attribute coverage below threshold,__attributes__,12% of the 8 template slots populated,
387,44072DBK,44072DBK Kichler Chandelier Lt,NEEDS_REVIEW,0.74,Attribute coverage below threshold,__attributes__,12% of the 8 template slots populated,
388,44073NI,44073NI Kichler Chandelier Lt,NEEDS_REVIEW,0.74,Attribute coverage below threshold,__attributes__,12% of the 8 template slots populated,
389,52033BK,52033BK Kichler Chandelier Lt,NEEDS_REVIEW,0.74,Attribute coverage below threshold,__attributes__,12% of the 8 template slots populated,
390,84322WH,84322WH Kichler Chandelier Lt,NEEDS_REVIEW,0.74,Attribute coverage below threshold,__attributes__,12% of the 8 template slots populated,
391,52404BK,52404BK Kichler Chandelier Lt,NEEDS_REVIEW,0.74,Attribute coverage below threshold,__attributes__,12% of the 8 template slots populated,
392,34686A,34686A Kichler Chandelier Lt,NEEDS_REVIEW,0.74,Attribute coverage below threshold,__attributes__,12% of the 8 template slots populated,
393,34687A,34687A Kichler Chandelier Lt,NEEDS_REVIEW,0.74,Attribute coverage below threshold,__attributes__,12% of the 8 template slots populated,
394,34688A,34688A Kichler Chandelier Lt,NEEDS_REVIEW,0.55,Manufacturer unresolved,MANUFACTURER_NAME,no brand owner and no direct-manufacturer supplier,
394,34688A,34688A Kichler Chandelier Lt,NEEDS_REVIEW,0.55,Attribute coverage below threshold,__attributes__,12% of the 8 template slots populated,
394,34688A,34688A Kichler Chandelier Lt,NEEDS_REVIEW,0.55,Product confidence below publication threshold,,0.55 < 0.62,
395,43671BKCLR,43671BKCLR Kichler Chand Lt,NEEDS_REVIEW,0.74,Attribute coverage below threshold,__attributes__,12% of the 8 template slots populated,
396,52616BK,52616BK Kichler Chandelier Lt,NEEDS_REVIEW,0.74,Attribute coverage below threshold,__attributes__,12% of the 8 template slots populated,
397,52616NI,52616NI Kichler Chandelier Lt,NEEDS_REVIEW,0.74,Attribute coverage below threshold,__attributes__,12% of the 8 template slots populated,
398,52678BK,52678BK Kichler Chandelier Lt,NEEDS_REVIEW,0.74,Attribute coverage below threshold,__attributes__,12% of the 8 template slots populated,
399,52680CPZ,52680CPZ Kichler Chandelier Lt,NEEDS_REVIEW,0.74,Attribute coverage below threshold,__attributes__,12% of the 8 template slots populated,
400,52772BK,52772BK Kichler Chandelier Lt,NEEDS_REVIEW,0.74,Attribute coverage below threshold,__attributes__,12% of the 8 template slots populated,
401,82399,82399 Kichler Chandelier Lt,NEEDS_REVIEW,0.74,Attribute coverage below threshold,__attributes__,12% of the 8 template slots populated,
402,65-771R3,65-771R3 Nuvo Highbay Light,NEEDS_REVIEW,0.74,Attribute coverage below threshold,__attributes__,12% of the 8 template slots populated,
403,42955BK,42955BK Kichler Ceiling Lt,NEEDS_REVIEW,0.74,Attribute coverage below threshold,__attributes__,12% of the 8 template slots populated,
404,42275BK,42275BK Kichler Ceiling Lt,NEEDS_REVIEW,0.74,Attribute coverage below threshold,__attributes__,12% of the 8 template slots populated,
409,42296BK,42296BK Kichler Ceiling Lt,NEEDS_REVIEW,0.74,Attribute coverage below threshold,__attributes__,12% of the 8 template slots populated,
410,43913BK,43913BK Kichler Pendant Lt,NEEDS_REVIEW,0.74,Attribute coverage below threshold,__attributes__,12% of the 8 template slots populated,
411,HLSMS9129FS1E,"HLSMS9129FS1E 9"" Motion Lt",NEEDS_REVIEW,0.58,Brand unresolved,BRAND_NAME,"no brand evidence in feed columns, description or supplier",
411,HLSMS9129FS1E,"HLSMS9129FS1E 9"" Motion Lt",NEEDS_REVIEW,0.58,Attribute coverage below threshold,__attributes__,12% of the 8 template slots populated,
411,HLSMS9129FS1E,"HLSMS9129FS1E 9"" Motion Lt",NEEDS_REVIEW,0.58,Product confidence below publication threshold,,0.58 < 0.62,
412,64-110,64-110 Satco Tape Light 16',NEEDS_REVIEW,0.75,Attribute coverage below threshold,__attributes__,12% of the 8 template slots populated,
413,603571,603571 3' Strip Light Ext,NEEDS_REVIEW,0.79,Attribute coverage below threshold,__attributes__,12% of the 8 template slots populated,
414,65-572R1,65572 Satco 2x4 Led Flat Panel,NEEDS_REVIEW,0.72,Attribute coverage below threshold,__attributes__,12% of the 8 template slots populated,
415,52476AVI,52476AVI Kichler Pendant Lt,NEEDS_REVIEW,0.74,Attribute coverage below threshold,__attributes__,12% of the 8 template slots populated,
416,42199BK,42199BK Kichler Pendant Lt,NEEDS_REVIEW,0.74,Attribute coverage below threshold,__attributes__,12% of the 8 template slots populated,
417,42199BKCS,42199BKCS Kichler Pendant Lt,NEEDS_REVIEW,0.74,Attribute coverage below threshold,__attributes__,12% of the 8 template slots populated,
418,42200BK,42200BK Kichler Pendant Lt,NEEDS_REVIEW,0.74,Attribute coverage below threshold,__attributes__,12% of the 8 template slots populated,
419,42200BKCS,42200BKCS Kichler Pendant Lt,NEEDS_REVIEW,0.74,Attribute coverage below threshold,__attributes__,12% of the 8 template slots populated,
420,43851BK,43851BK Kichler Pendant Lt,NEEDS_REVIEW,0.74,Attribute coverage below threshold,__attributes__,12% of the 8 template slots populated,
421,43852BK,43852BK Kichler Pendant Lt,NEEDS_REVIEW,0.74,Attribute coverage below threshold,__attributes__,12% of the 8 template slots populated,
422,43853BK,43853BK Kichler Pendant Lt,NEEDS_REVIEW,0.74,Attribute coverage below threshold,__attributes__,12% of the 8 template slots populated,
423,43905BK,43905BK Kichler Pendant Lt,NEEDS_REVIEW,0.74,Attribute coverage below threshold,__attributes__,12% of the 8 template slots populated,
424,43911BK,43911BK Kichler Pendant Lt,NEEDS_REVIEW,0.74,Attribute coverage below threshold,__attributes__,12% of the 8 template slots populated,
425,52529BK,52529BK Kichler Pendant Light,NEEDS_REVIEW,0.74,Attribute coverage below threshold,__attributes__,12% of the 8 template slots populated,
426,52662BKCLR,52662BKCLR Kichler Pendant Lt,NEEDS_REVIEW,0.74,Attribute coverage below threshold,__attributes__,12% of the 8 template slots populated,
427,52734CPZ,52734CPZ Kichler Pendant Light,NEEDS_REVIEW,0.74,Attribute coverage below threshold,__attributes__,12% of the 8 template slots populated,
428,82400,82400 Kichler Pendant Lt,NEEDS_REVIEW,0.74,Attribute coverage below threshold,__attributes__,12% of the 8 template slots populated,
431,801274,"801274 10w LED 6"" Retro 50k",NEEDS_REVIEW,0.75,Classification confidence below threshold,Classpath,0.55 < 0.6,Electrical>Lamps & Light Bulbs>Light Bulbs
438,HLBSL609FS5,"HLBSL609FS5 6"" Down Light",NEEDS_REVIEW,0.62,Brand unresolved,BRAND_NAME,"no brand evidence in feed columns, description or supplier",
438,HLBSL609FS5,"HLBSL609FS5 6"" Down Light",NEEDS_REVIEW,0.62,Product confidence below publication threshold,,0.62 < 0.62,
439,WF4REGSWW590CRIMW,"WF4REGSWW590CRIMW 4"" Down Light",NEEDS_REVIEW,0.62,Brand unresolved,BRAND_NAME,"no brand evidence in feed columns, description or supplier",
439,WF4REGSWW590CRIMW,"WF4REGSWW590CRIMW 4"" Down Light",NEEDS_REVIEW,0.62,Product confidence below publication threshold,,0.62 < 0.62,
440,43849WH5CCT,43849WH5CCT Kichler Ceiling Lt,NEEDS_REVIEW,0.74,Attribute coverage below threshold,__attributes__,12% of the 8 template slots populated,
443,62-1784,62-1784 24x24 Led Ceiling Lt,NEEDS_REVIEW,0.76,Attribute coverage below threshold,__attributes__,12% of the 8 template slots populated,
